"idimdb","title","release","runtime","budget","revenue","poster","rating"
"tt2850386","The Croods: A New Age","2020-11-25","95","65000000","168285000","https://image.tmdb.org/t/p/original/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg","6.9"
"tt2872750","Shaun the Sheep Movie","2015-02-05","85","25000000","106209378","https://image.tmdb.org/t/p/original/dhVYlfMNc2bfXPB83LLL00I4l9n.jpg","7.3"
"tt2948356","Zootopia","2016-02-11","109","150000000","1023784195","https://image.tmdb.org/t/p/original/hlK0e0wAQ3VLuJcsfIYPvb4JVud.jpg","8"
"tt2948372","Soul","2020-12-25","101","150000000","136384442","https://image.tmdb.org/t/p/original/hm58Jw4Lw8OIeECIq5qyPYhAeRJ.jpg","8.1"
"tt2953050","Encanto","2021-11-24","102","50000000","253000000","https://image.tmdb.org/t/p/original/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg","7.2"
"tt2974918","Alvin and the Chipmunks: The Road Chip","2015-12-17","92","90000000","233755553","https://image.tmdb.org/t/p/original/16OcuuW5z509WILR6BmscNdXgw0.jpg","5"
"tt2980706","Planes: Fire & Rescue","2014-07-17","83","50000000","151165787","https://image.tmdb.org/t/p/original/pOmteFeBDI9FJOPTDvYJYFeAtdp.jpg","6"
"tt2990140","The Christmas Chronicles","2018-11-22","104","0","0","https://image.tmdb.org/t/p/original/5Il2EMSF2KecrUKZPuen6BZmaCP.jpg","7"
"tt3014284","The Lego Ninjago Movie","2017-09-21","101","70000000","123081555","https://image.tmdb.org/t/p/original/vUo0pNXGhp2ffTJxiStWt6fHL7F.jpg","6"
"tt3040964","The Jungle Book","2016-04-07","106","175000000","966550600","https://image.tmdb.org/t/p/original/tOEOlmLP71IojeJ91dyJ9Nsb8O8.jpg","7.4"
"tt3148834","The House of Magic","2013-12-24","85","34000000","64197205","https://image.tmdb.org/t/p/original/3R13g2XgblynIrQGF8geFZJPNvR.jpg","6.2"
"tt3202200","Bibi & Tina - Der Film","2014-03-06","100","0","0","https://image.tmdb.org/t/p/original/gPslMuE7uKH4yRDhhuw1rz6n9Bl.jpg","4.8"
"tt3228774","Cruella","2021-05-26","134","200000000","233503234","https://image.tmdb.org/t/p/original/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg","7.3"
"tt3256812","A Belle for Christmas","2014-11-04","91","0","0","https://image.tmdb.org/t/p/original/7U4FvyOxP70klq9t8LsS2fqVDdS.jpg","4.9"
"tt3331846","STAND BY ME ドラえもん","2014-08-08","90","35000000","83061158","https://image.tmdb.org/t/p/original/wc7XQbfx6EIQqCuvmBMt3aisb2Y.jpg","7.3"
"tt3332410","L'Apprenti Père Noël et le flocon magique","2013-11-20","82","10000000","78","https://image.tmdb.org/t/p/original/fV6pwW85sg40NDk7c72AgZt0t88.jpg","6.3"
"tt3394878","Emil & Ida i Lönneberga","2013-12-25","60","0","0","https://image.tmdb.org/t/p/original/6PRyWDKsxH30aLgHVdmSbonpAzk.jpg","5.5"
"tt3411444","Ferdinand","2017-12-09","108","111000000","295038508","https://image.tmdb.org/t/p/original/rMm94JsRfcOPiPVsTRcBiiVBOhz.jpg","6.7"
"tt3447590","Roald Dahl's Matilda the Musical","2022-11-25","117","25000000","13276499","https://image.tmdb.org/t/p/original/ga8R3OiOMMgSvZ4cOj8x7prUNYZ.jpg","7.2"
"tt3469046","Despicable Me 3","2017-06-15","96","80000000","1031552585","https://image.tmdb.org/t/p/original/6t3YWl7hrr88lCEFlGVqW5yV99R.jpg","6.3"
"tt3470600","Sing","2016-11-23","108","75000000","634151679","https://image.tmdb.org/t/p/original/zZTlF2eVVUkbdmccd3bNUU9T9sD.jpg","7.1"
"tt3480822","Black Widow","2021-07-07","134","200000000","379751131","https://image.tmdb.org/t/p/original/kwB7d51AIcyzPOBOHLCEZJkmPhQ.jpg","6.7"
"tt3513498","The Lego Movie 2: The Second Part","2019-01-26","106","100000000","190514361","https://image.tmdb.org/t/p/original/QTESAsBVZwjtGJNDP7utiGV37z.jpg","6.6"
"tt3521164","Moana","2016-11-23","107","150000000","690860472","https://image.tmdb.org/t/p/original/4JeejGugONWpJkbnvL12hVoYEDa.jpg","7.6"
"tt3526408","Gus - Petit oiseau, grand voyage","2014-10-17","90","0","0","https://image.tmdb.org/t/p/original/u30eUXxffS3Wpf4IfevkLYGTLVm.jpg","5.6"
"tt3606752","Cars 3","2017-06-15","102","175000000","383925276","https://image.tmdb.org/t/p/original/fyy1nDC8wm553FCiBDojkJmKLCs.jpg","6.7"
"tt3606756","Incredibles 2","2018-06-14","118","200000000","1242805359","https://image.tmdb.org/t/p/original/9lFKBtaVIhP7E2Pk0IY1CwTKTMZ.jpg","7.6"
"tt3700392","Heidi","2015-12-10","111","8800000","0","https://image.tmdb.org/t/p/original/kxnhHaPOvh0cqMOAx5k0NnqhDqS.jpg","7.5"
"tt3746824","Волки и овцы: бе-е-е-зумное превращение","2016-04-28","85","0","4190750","https://image.tmdb.org/t/p/original/4R28oIV65bElWcXlavPV0kRbmSZ.jpg","5.8"
"tt3748528","Rogue One: A Star Wars Story","2016-12-14","133","200000000","1056057273","https://image.tmdb.org/t/p/original/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg","7.8"
"tt3759416","Astérix: Le domaine des dieux","2014-11-26","85","30000000","42830578","https://image.tmdb.org/t/p/original/oZYyisfvWY6N6KvC6cs9N6Anyht.jpg","6.9"
"tt3794354","Sonic the Hedgehog","2020-02-12","99","85000000","306766470","https://image.tmdb.org/t/p/original/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg","6.5"
"tt3874544","The Boss Baby","2017-03-23","97","125000000","498814908","https://image.tmdb.org/t/p/original/unPB1iyEeTBcKiLg8W083rlViFH.jpg","6.3"
"tt3915174","Puss in Boots: The Last Wish","2022-12-07","102","90000000","147801744","https://image.tmdb.org/t/p/original/lmf0zzR7ritjOL3qumRh3hfvOFK.jpg","7.7"
"tt3977462","Full Out","2015-09-11","94","1500000","0","https://image.tmdb.org/t/p/original/e9c2JOwJlWUfIZRaxIWE2BZt5GV.jpg","6.4"
"tt4008866","Bibi & Tina - Voll verhext!","2014-12-25","101","0","0","https://image.tmdb.org/t/p/original/lqjDGwx2khUFfvY1aDXaUGIgq1t.jpg","5.2"
"tt4116284","The Lego Batman Movie","2017-02-08","104","80000000","311950384","https://image.tmdb.org/t/p/original/snGwr2gag4Fcgx2OGmH9otl6ofW.jpg","7.3"
"tt4154756","Avengers: Infinity War","2018-04-25","149","300000000","2046239637","https://image.tmdb.org/t/p/original/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg","8.4"
"tt4155534","Animal Crackers","2017-06-23","105","0","0","https://image.tmdb.org/t/p/original/dxFqZiO5MqqVoFZuWOjTdjmDh6d.jpg","5.8"
"tt4426464","Arctic Dogs","2019-11-01","93","0","0","https://image.tmdb.org/t/p/original/5YHjyjd2N0ZXcnGuB8G1nIa6h9t.jpg","4.8"
"tt4450396","My Little Pony: Equestria Girls: Friendship Games","2015-10-24","72","0","222840","https://image.tmdb.org/t/p/original/ih6vNDVWAeSYJYoQAk03Gykl1DJ.jpg","6.6"
"tt4466894","Sahara","2017-02-01","86","0","7800000","https://image.tmdb.org/t/p/original/9p8SQYNazWavpMzhN0OIuZm0HgI.jpg","5.6"
"tt4468740","Paddington 2","2017-11-09","104","40000000","227300000","https://image.tmdb.org/t/p/original/ns0BrPfPLoqToeafVv8FmjiUCG9.jpg","7.8"
"tt4520988","Frozen II","2019-11-20","103","150000000","1450026933","https://image.tmdb.org/t/p/original/mINJaa34MtknCYl5AjtNJzWj8cD.jpg","6.8"
"tt4566758","Mulan","2020-09-04","115","200000000","66800000","https://image.tmdb.org/t/p/original/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg","5.7"
"tt4587656","The Star","2017-11-15","86","10000000","0","https://image.tmdb.org/t/p/original/tEbDvivUfsCupngKIfMJJ725eAD.jpg","6.3"
"tt4624424","Storks","2016-09-22","87","70000000","182379278","https://image.tmdb.org/t/p/original/ylXKcKrEHSQEYLntBvYxGBI7Ld3.jpg","6.8"
"tt4629266","Born in China","2016-08-12","76","0","0","https://image.tmdb.org/t/p/original/7oOHmp6SwuLmVEpdDInm14OmlzL.jpg","7.2"
"tt4633694","Spider-Man: Into the Spider-Verse","2018-12-06","117","90000000","375540831","https://image.tmdb.org/t/p/original/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg","8.4"
"tt4729430","Klaus","2019-11-08","96","0","0","https://image.tmdb.org/t/p/original/q125RHUDgR4gjwh1QkfYuJLYkL.jpg","8.2"
"tt4731008","Robinson Crusoe","2016-02-04","90","13500000","40075446","https://image.tmdb.org/t/p/original/sQjlrj2oTnGxbc3yKbYeWlJrhdp.jpg","5.4"
"tt4788934","小门神","2016-01-01","103","10000000","0","https://image.tmdb.org/t/p/original/A2Sl9BRnVG8LqYQqjvtRG1zZ2TP.jpg","5.5"
"tt4877122","The Emoji Movie","2017-07-23","86","50000000","216909830","https://image.tmdb.org/t/p/original/f5pF4OYzh4wb1dYL2ARQNdqUsEZ.jpg","3.3"
"tt4940416","Duck Duck Goose","2018-03-09","82","0","0","https://image.tmdb.org/t/p/original/7XURM64DYa9DpS70I2rM4suvq1s.jpg","5.8"
"tt4997398","Bibi & Tina - Mädchen gegen Jungs","2016-01-21","111","0","0","https://image.tmdb.org/t/p/original/fIsHT7278l4fueHUxKpIi6og6fi.jpg","5.3"
"tt5028340","Mary Poppins Returns","2018-12-13","131","130000000","348807090","https://image.tmdb.org/t/p/original/uTVGku4LibMGyKgQvjBtv3OYfAX.jpg","6.7"
"tt5042436","Barbie: Spy Squad","2016-01-15","75","0","0","https://image.tmdb.org/t/p/original/uxdvJHE5V844dTlK2EmqRQCTYDb.jpg","5.7"
"tt5095030","Ant-Man and the Wasp","2018-07-04","119","140000000","622674139","https://image.tmdb.org/t/p/original/2mnK5VtjzYRWvQB1zLhZWtAJwzk.jpg","7"
"tt5109280","Raya and the Last Dragon","2021-03-03","107","100000000","130000000","https://image.tmdb.org/t/p/original/lPsD10PP4rgUGiGR4CCXA6iY0QQ.jpg","7.3"
"tt5113040","The Secret Life of Pets 2","2019-05-24","86","80000000","155152550","https://image.tmdb.org/t/p/original/q3mKnSkzp1doIsCye6ap4KIUAbu.jpg","6.5"
"tt5113044","Minions: The Rise of Gru","2022-06-29","87","85000000","216900000","https://image.tmdb.org/t/p/original/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg","7.2"
"tt5117670","Peter Rabbit","2018-02-07","93","50000000","351266433","https://image.tmdb.org/t/p/original/2yjSvEDuM3rLDng40erLsWkQRfn.jpg","6.6"
"tt5206260","The Willoughbys","2020-04-22","92","0","0","https://image.tmdb.org/t/p/original/9WrMmjdZvpxLQh1tCQ9tOd1asOb.jpg","6.4"
"tt5220122","Hotel Transylvania 3: Summer Vacation","2018-06-28","97","80000000","528600000","https://image.tmdb.org/t/p/original/o7RY5zNHdH2heGS1hET2Rt6hZOe.jpg","6.3"
"tt5274066","Raising the Bar","2017-03-09","93","600000","0","https://image.tmdb.org/t/p/original/4PmeOpZK9Qvnsuo02TqBO1wHecR.jpg","5.6"
"tt5378092","Викрадена принцеса: Руслан і Людмила","2018-03-07","85","0","0","https://image.tmdb.org/t/p/original/4v6MoBcbCSI5Kw6AQVYLTJHfxrO.jpg","6"
"tt5493944","The Little Mermaid","2018-08-02","98","0","0","https://image.tmdb.org/t/p/original/7Ax9O1wlFL0Cjl8YLwuXDGthovf.jpg","4.3"
"tt5562070","Wish Dragon","2021-01-15","99","0","25860000","https://image.tmdb.org/t/p/original/lnPf6hzANL6pVQTxUlsNYSuhT5l.jpg","7.2"
"tt5709188","A-X-L","2018-08-23","98","10000000","0","https://image.tmdb.org/t/p/original/9kB56ZdMB6RgY5QtX9Bar45jCeI.jpg","5.3"
"tt5715410","The Son of Bigfoot","2017-07-26","92","30000000","46372519","https://image.tmdb.org/t/p/original/5yCQvhFuFPY0pACxoUpLUlYCxop.jpg","6.2"
"tt5783956","When We First Met","2018-02-09","97","10000000","0","https://image.tmdb.org/t/p/original/u5VJ1XmPRUWNz9l0mP2rHmkUuvQ.jpg","6.4"
"tt5790684","Mia and Me: The Hero of Centopia","2022-05-26","82","0","0","https://image.tmdb.org/t/p/original/qwlMyrQ84FwYtTTZ8iZinSYVghy.jpg","-1"
"tt5814534","Spies in Disguise","2019-12-04","102","100000000","171616764","https://image.tmdb.org/t/p/original/30YacPAcxpNemhhwX0PVUl9pVA3.jpg","6.8"
"tt5848272","Ralph Breaks the Internet","2018-11-20","112","175000000","529221154","https://image.tmdb.org/t/p/original/44cb3fCGKUaSxxIjI2ejrgeYfye.jpg","7"
"tt5851786","Gnome Alone","2017-11-02","85","0","10800715","https://image.tmdb.org/t/p/original/jWB0zhk1Rj1tIWUM98Wsh15gkiW.jpg","5.6"
"tt5851904","Le Grand Méchant Renard et autres contes...","2017-06-21","83","3000000","19030780","https://image.tmdb.org/t/p/original/3Nib5a3p2O7yPFSTTNwChp0cnsh.jpg","7.4"
"tt5884052","Pokémon Detective Pikachu","2019-05-03","105","150000000","433005346","https://image.tmdb.org/t/p/original/wgQ7APnFpf1TuviKHXeEe3KnsTV.jpg","6.6"
"tt6095472","The Angry Birds Movie 2","2019-08-02","97","65000000","147792047","https://image.tmdb.org/t/p/original/ebe8hJRCwdflNQbUjRrfmqtUiNi.jpg","6.4"
"tt6139732","Aladdin","2019-05-22","127","183000000","1047612394","https://image.tmdb.org/t/p/original/ykUEbfpkf8d0w49pHh0AD2KrT52.jpg","6.9"
"tt6182908","Smallfoot","2018-09-20","96","0","0","https://image.tmdb.org/t/p/original/zfaiO7QgpcvR8XDOMokWLRfKeTE.jpg","6.6"
"tt6185658","Barbie Video Game Hero","2017-02-01","72","0","0","https://image.tmdb.org/t/p/original/rWQPf9Q8CAHIpBP8SVLE3uaSmf4.jpg","5.2"
"tt6324278","Abominable","2019-09-19","97","75000000","180289970","https://image.tmdb.org/t/p/original/20djTLqppfBx5WYA67Y300S6aPD.jpg","7"
"tt6338498","Vivo","2021-07-30","99","0","0","https://image.tmdb.org/t/p/original/eRLlrhbdYE7XN6VtcZKy6o2BsOw.jpg","6.7"
"tt6348138","Missing Link","2019-04-04","95","100000000","26249469","https://image.tmdb.org/t/p/original/gEkKHiiQRVUSX15Iwo8VFydXrtu.jpg","6.7"
"tt6467266","Sing 2","2021-12-01","110","85000000","406000000","https://image.tmdb.org/t/p/original/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg","7.4"
"tt6563576","The Queen's Corgi","2019-02-13","85","0","35515687","https://image.tmdb.org/t/p/original/xcl4vYTqqzwn3ihUpjCQz0jqhV3.jpg","4.8"
"tt6587640","Trolls World Tour","2020-03-11","90","0","47000000","https://image.tmdb.org/t/p/original/7W0G3YECgDAfnuiHG91r8WqgIOe.jpg","6.1"
"tt6595896","劇場版 ポケットモンスター　キミにきめた！","2017-07-15","98","0","37552144","https://image.tmdb.org/t/p/original/cmpOaiRtjnhLNF2iPslMXCOcVJ.jpg","6.3"
"tt6718170","The Super Mario Bros. Movie","2023-04-05","92","100000000","677959700","https://image.tmdb.org/t/p/original/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg","7.4"
"tt6772524","Trouble","2019-08-08","88","0","12127842","https://image.tmdb.org/t/p/original/yfTXk9T3iNxuOcnA72AirzueLxL.jpg","5.8"
"tt6911608","Mamma Mia! Here We Go Again","2018-07-09","113","75000000","395044706","https://image.tmdb.org/t/p/original/aWicerX4Y7n7tUwRAVHsVcBBpj2.jpg","6.6"
"tt6913168","Le Flic de Belleville","2018-10-17","110","0","0","https://image.tmdb.org/t/p/original/6lY1GnJcZeZq3PXsoEwrF3izufJ.jpg","4.9"
"tt6932874","The Boss Baby: Family Business","2021-07-01","107","82000000","146745280","https://image.tmdb.org/t/p/original/kv2Qk9MKFFQo4WQPaYta599HkJP.jpg","5.9"
"tt7063304","Bayala - Das magische Elfenabenteuer","2019-10-24","85","0","521149","https://image.tmdb.org/t/p/original/ouKUXkQSLyC4ADXbC8ft7vxiIJF.jpg","4.8"
"tt7080422","Dragon Rider","2020-10-15","100","17830000","3175644","https://image.tmdb.org/t/p/original/ucDrOXUrVnr9X3ZmXP2Q68HDIHr.jpg","5.7"
"tt7104578","Going for Gold","2018-03-08","89","0","0","https://image.tmdb.org/t/p/original/yz1HMJkAwodFITez3ogU4QyijKo.jpg","4.7"
"tt7130740","Barbie: Dolphin Magic","2017-09-20","63","0","0","https://image.tmdb.org/t/p/original/c8Bb9MnvkNTKstQSKixO4dWaUhL.jpg","5.7"
"tt7133686","Next Gen","2018-09-07","105","22000000","0","https://image.tmdb.org/t/p/original/hUDDo5MPWM6rc6COQYhaoRNqvhE.jpg","6.6"
"tt7146812","Onward","2020-02-29","103","200000000","141592359","https://image.tmdb.org/t/p/original/f4aul3FyD3jv3v4bul1IrkWZvzq.jpg","7.4"
"tt7236034","君の膵臓をたべたい","2018-09-14","108","0","33748006","https://image.tmdb.org/t/p/original/vHdVU0HyyB6k6kuYt8qjwTz9one.jpg","8"
"tt7286456","Joker","2019-10-01","122","55000000","1074251311","https://image.tmdb.org/t/p/original/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg","8.4"
"tt7367960","Ternet Ninja","2018-12-25","81","0","0","https://image.tmdb.org/t/p/original/dzN5xbp73TI7pjEqZ66ECNxdWJl.jpg","7.2"
"tt7422638","48 Christmas Wishes","2017-12-01","84","0","0","https://image.tmdb.org/t/p/original/mrcA62O9j8y4gsSpftMKVcvrzCI.jpg","4"
"tt7488208","Over the Moon","2020-10-16","100","0","0","https://image.tmdb.org/t/p/original/lQfdytwN7eh0tXWjIiMceFdBBvD.jpg","6.4"
"tt7504818","Ron's Gone Wrong","2021-10-15","107","0","60000000","https://image.tmdb.org/t/p/original/plzgQAXIEHm4Y92ktxU6fedUc0x.jpg","7.1"
"tt7531096","StarDog and TurboCat","2019-12-06","88","2100000","585443","https://image.tmdb.org/t/p/original/aM0Ksnnuc7NtRibMUhXGmAYAMrx.jpg","5"
"tt7608418","A Christmas Prince","2017-11-17","92","0","0","https://image.tmdb.org/t/p/original/x0IGQsMzVbsF7noj5cCfEk1GU7s.jpg","5.8"
"tt7736496","Jingle Jangle: A Christmas Journey","2020-11-06","122","0","0","https://image.tmdb.org/t/p/original/5RbyHIVydD3Krmec1LlUV7rRjet.jpg","6.5"
"tt7846844","Enola Holmes","2020-09-23","123","21000000","0","https://image.tmdb.org/t/p/original/riYInlsq2kf1AWoGm80JQW5dLKp.jpg","6.6"
"tt7961060","ドラゴンボール超スーパー ブロリー","2018-12-14","101","1000000","125002821","https://image.tmdb.org/t/p/original/f03YksE4NggUjG75toz4H1YAGRf.jpg","7.8"
"tt7979580","The Mitchells vs. the Machines","2021-04-22","114","0","0","https://image.tmdb.org/t/p/original/mI2Di7HmskQQ34kz0iau6J1vr70.jpg","7.7"
"tt8001346","Astérix - Le Secret de la Potion Magique","2018-05-12","85","0","45631901","https://image.tmdb.org/t/p/original/wmMq5ypRNJbWpdhC9aPjpdx1MMp.jpg","6.7"
"tt8079248","Yesterday","2019-06-27","116","26000000","88092097","https://image.tmdb.org/t/p/original/1rjaRIAqFPQNnMtqSMLtg0VEABi.jpg","6.8"
"tt8097030","Turning Red","2022-03-10","100","190000000","18879922","https://image.tmdb.org/t/p/original/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg","7"
"tt8108230","劇場版ポケットモンスター みんなの物語","2018-07-13","100","0","23740788","https://image.tmdb.org/t/p/original/eakBFzG1dZn0uouBgv6kYtPXLkT.jpg","6.3"
"tt8201170","The Perfect Date","2019-04-12","93","0","0","https://image.tmdb.org/t/p/original/rrAYdezO3h1mjdYTaQyTXoj8IZ4.jpg","5.8"
"tt8255452","Снежная Королева: Зазеркалье","2018-12-21","87","5125000","0","https://image.tmdb.org/t/p/original/8251dVxltnhqbt2DaO9bwJYmvAK.jpg","5.5"
"tt8329148","Terra Willy, planète inconnue","2019-04-03","90","5100000","3123088","https://image.tmdb.org/t/p/original/vwqEIL5SrsZFVvileNe9LuHbJy7.jpg","6.6"
"tt8337158","Rumble","2021-12-15","95","0","0","https://image.tmdb.org/t/p/original/fL7rh6Mzx87MbVl2aI4sYtxfhO5.jpg","5.9"
"tt8456190","Seal Team","2021-10-28","98","0","0","https://image.tmdb.org/t/p/original/yPZ3I27oeSm4zVesgMxXlhW8GDe.jpg","5.6"
"tt8521876","Yes Day","2021-03-12","86","0","0","https://image.tmdb.org/t/p/original/rejrD9ovTHJbfmpLM0mbEliEPV6.jpg","5.7"
"tt8675288","Fearless","2020-08-14","89","0","0","https://image.tmdb.org/t/p/original/5oQJ6HeNGWnEtP9Qyt5IZjuKI7j.jpg","5"
"tt8709036","A Christmas Prince: The Royal Wedding","2018-11-30","92","0","0","https://image.tmdb.org/t/p/original/2bLQTbFWrsunSVQsvOWZAAGACbf.jpg","5.3"
"tt8746404","Marmaduke","2022-04-28","88","0","0","https://image.tmdb.org/t/p/original/bMUhBeMp0vLQzaPBX0izFdnFvh0.jpg","-1"
"tt8856470","劇場版 ポケットモンスター ミュウツーの逆襲 EVOLUTION","2019-07-12","98","0","26654184","https://image.tmdb.org/t/p/original/xlO50h3EX1w99KGztTzsjQBwPfs.jpg","5.7"
"tt8861786","Puppy Star Christmas","2018-11-20","90","0","0","https://image.tmdb.org/t/p/original/ztmVR4XlmAWtHFjDBWh2VyYcyuC.jpg","4"
"tt8912936","DC League of Super-Pets","2022-07-27","105","90000000","109000000","https://image.tmdb.org/t/p/original/r7XifzvtezNt31ypvsmb6Oqxw49.jpg","7.8"
"tt8946378","Knives Out","2019-11-27","131","40000000","309232797","https://image.tmdb.org/t/p/original/pThyQovXQrw2m0s9x82twj48Jq4.jpg","7.9"
"tt8954732","The Princess Switch","2018-11-16","101","0","0","https://image.tmdb.org/t/p/original/A8XgZE8CsHiYN243MEd07GLCep.jpg","6.1"
"tt9037650","Die Heinzels - Rückkehr der Heinzelmännchen","2019-10-08","78","0","623054","https://image.tmdb.org/t/p/original/9nLplPuTXceAwvGqedZRPTAaX4d.jpg","6"
"tt9204164","Bigfoot Family","2020-07-23","97","17520000","10855626","https://image.tmdb.org/t/p/original/vn7sNO6CD8FBHBEVcOiNv08mjy1.jpg","5.8"
"tt9288046","The Sea Beast","2022-06-24","115","0","0","https://image.tmdb.org/t/p/original/9Zfv4Ap1e8eKOYnZPtYaWhLkk0d.jpg","7.1"
"tt9288748","My Father's Dragon","2022-11-04","104","0","0","https://image.tmdb.org/t/p/original/6hgEe1w0An5fKi3ZqIUBwOyIN2y.jpg","6.6"
"tt9760504","二ノ国","2019-08-23","106","0","0","https://image.tmdb.org/t/p/original/ud6YOdHjRFFJInlpwpPRr9bFOFH.jpg","6.1"
"tt9784518","SamSam","2020-02-05","77","0","0","https://image.tmdb.org/t/p/original/nNMAglUfOuDuyAKYSmXzFkBeNha.jpg","5"
"tt9784708","Rise of the Teenage Mutant Ninja Turtles: The Movie","2022-08-05","86","0","0","https://image.tmdb.org/t/p/original/4PASAPJSoUsY6I69gaED4k642Gb.jpg","5.8"
"tt9810420","A Second Chance: Rivals!","2019-09-21","89","0","0","https://image.tmdb.org/t/p/original/egTUn0oodsHa6gC9XXux40eSAhQ.jpg","4.7"
"tt9848626","Hotel Transylvania: Transformania","2022-02-25","87","0","0","https://image.tmdb.org/t/p/original/teCy1egGQa0y8ULJvlrDHQKnxBL.jpg","6.1"
