id,nom_produit,quantite_vendue,prix_unitaire,chiffre_affaires,date_vente,Mois
350,Produit_C,7,146.06,1022.42,2024-04-12 11:28:21.149543,2024-04
351,Produit_A,39,55.32,2157.48,2024-05-31 11:28:21.149552,2024-05
352,Produit_A,43,108.63,4671.09,2023-11-12 11:28:21.149560,2023-11
353,Produit_A,21,172.02,3612.42,2024-08-10 11:28:21.149568,2024-08
354,Produit_A,2,152.51,305.02,2024-08-19 11:28:21.149577,2024-08
355,Produit_D,71,168.49,11962.79,2024-06-08 11:28:21.149585,2024-06
356,Produit_A,79,42.71,3374.09,2023-12-20 11:28:21.149593,2023-12
357,Produit_D,27,155.81,4206.87,2023-10-28 11:28:21.149601,2023-10
358,Produit_B,33,187.13,6175.29,2024-01-16 11:28:21.149609,2024-01
359,Produit_B,69,126.98,8761.62,2024-02-27 11:28:21.149617,2024-02
360,Produit_C,17,124.82,2121.94,2024-01-24 11:28:21.149625,2024-01
361,Produit_D,67,27.39,1835.13,2023-12-07 11:28:21.149634,2023-12
362,Produit_A,80,140.61,11248.8,2024-01-27 11:28:21.149642,2024-01
363,Produit_A,66,40.71,2686.86,2024-04-04 11:28:21.149649,2024-04
364,Produit_A,38,96.91,3682.58,2024-04-24 11:28:21.149659,2024-04
365,Produit_C,27,59.29,1600.83,2024-08-19 11:28:21.149666,2024-08
366,Produit_A,99,51.69,5117.31,2024-06-10 11:28:21.149674,2024-06
367,Produit_B,33,193.01,6369.33,2023-10-31 11:28:21.149682,2023-10
368,Produit_C,55,50.16,2758.8,2024-04-16 11:28:21.149690,2024-04
369,Produit_E,65,108.62,7060.3,2023-11-09 11:28:21.149698,2023-11
370,Produit_C,49,103.78,5085.22,2024-06-01 11:28:21.149706,2024-06
371,Produit_D,61,14.11,860.71,2024-07-13 11:28:21.149714,2024-07
372,Produit_A,79,136.09,10751.11,2024-09-20 11:28:21.149721,2024-09
373,Produit_E,73,87.53,6389.69,2024-08-25 11:28:21.149729,2024-08
374,Produit_C,56,128.52,7197.12,2024-01-20 11:28:21.149737,2024-01
375,Produit_A,62,169.7,10521.4,2024-08-19 11:28:21.149745,2024-08
376,Produit_D,78,104.94,8185.32,2024-02-03 11:28:21.149755,2024-02
377,Produit_A,55,75.19,4135.45,2024-02-28 11:28:21.149766,2024-02
378,Produit_B,56,26.29,1472.24,2023-11-13 11:28:21.149775,2023-11
379,Produit_C,74,114.2,8450.8,2024-09-20 11:28:21.149786,2024-09
380,Produit_D,95,137.28,13041.6,2024-03-09 11:28:21.149795,2024-03
381,Produit_D,7,102.77,719.39,2024-05-26 11:28:21.149803,2024-05
382,Produit_C,29,161.78,4691.62,2024-06-10 11:28:21.149811,2024-06
383,Produit_B,72,141.16,10163.52,2023-12-31 11:28:21.149819,2023-12
384,Produit_A,46,109.82,5051.72,2024-02-16 11:28:21.149827,2024-02
385,Produit_B,28,81.32,2276.96,2023-11-02 11:28:21.149835,2023-11
386,Produit_A,93,23.94,2226.42,2023-11-03 11:28:21.149843,2023-11
387,Produit_D,31,61.46,1905.26,2024-04-23 11:28:21.149851,2024-04
388,Produit_B,40,149.79,5991.6,2024-03-22 11:28:21.149859,2024-03
389,Produit_A,24,62.61,1502.64,2024-10-18 11:28:21.149868,2024-10
390,Produit_D,94,199.1,18715.4,2024-03-15 11:28:21.149877,2024-03
391,Produit_A,30,144.55,4336.5,2024-02-02 11:28:21.149885,2024-02
392,Produit_C,46,196.87,9056.02,2024-10-07 11:28:21.149893,2024-10
393,Produit_D,95,179.61,17062.95,2023-12-29 11:28:21.149900,2023-12
394,Produit_D,100,45.55,4555.0,2024-07-22 11:28:21.149909,2024-07
395,Produit_A,57,12.17,693.69,2024-06-10 11:28:21.149916,2024-06
396,Produit_B,96,166.37,15971.52,2024-09-17 11:28:21.149924,2024-09
397,Produit_C,72,111.52,8029.44,2023-10-24 11:28:21.149931,2023-10
398,Produit_A,30,56.45,1693.5,2024-06-06 11:28:21.149940,2024-06
399,Produit_E,74,120.4,8909.6,2024-01-19 11:28:21.149947,2024-01
400,Produit_B,49,96.82,4744.18,2024-10-01 11:28:21.149956,2024-10
401,Produit_C,87,161.67,14065.29,2023-10-28 11:28:21.149964,2023-10
402,Produit_B,57,156.83,8939.31,2024-05-05 11:28:21.149971,2024-05
403,Produit_B,36,144.97,5218.92,2024-05-19 11:28:21.149979,2024-05
404,Produit_C,78,174.48,13609.44,2024-02-19 11:28:21.149987,2024-02
405,Produit_A,45,118.74,5343.3,2023-11-27 11:28:21.149995,2023-11
406,Produit_B,56,138.5,7756.0,2024-03-08 11:28:21.150003,2024-03
407,Produit_C,51,168.82,8609.82,2023-11-11 11:28:21.150011,2023-11
408,Produit_B,54,31.89,1722.06,2024-08-25 11:28:21.150019,2024-08
409,Produit_B,7,191.98,1343.86,2024-02-27 11:28:21.150029,2024-02
410,Produit_A,12,31.38,376.56,2023-10-24 11:28:21.150038,2023-10
411,Produit_C,44,185.44,8159.36,2024-09-19 11:28:21.150046,2024-09
412,Produit_D,66,77.85,5138.1,2024-01-12 11:28:21.150055,2024-01
413,Produit_B,89,153.76,13684.64,2023-11-14 11:28:21.150063,2023-11
414,Produit_D,11,99.11,1090.21,2024-01-23 11:28:21.150071,2024-01
415,Produit_E,30,67.73,2031.9,2024-01-14 11:28:21.150079,2024-01
416,Produit_E,15,100.35,1505.25,2024-01-25 11:28:21.150087,2024-01
417,Produit_A,12,24.08,288.96,2024-09-20 11:28:21.150095,2024-09
418,Produit_C,59,61.23,3612.57,2024-03-27 11:28:21.150103,2024-03
419,Produit_B,48,191.99,9215.52,2023-11-07 11:28:21.150111,2023-11
420,Produit_D,33,72.92,2406.36,2024-10-18 11:28:21.150124,2024-10
421,Produit_A,51,171.35,8738.85,2024-05-25 11:28:21.150133,2024-05
422,Produit_D,33,79.04,2608.32,2023-11-09 11:28:21.150145,2023-11
423,Produit_A,21,149.61,3141.81,2023-12-12 11:28:21.150154,2023-12
424,Produit_A,96,125.6,12057.6,2023-12-19 11:28:21.150162,2023-12
425,Produit_C,5,42.17,210.85,2024-06-13 11:28:21.150170,2024-06
426,Produit_C,75,193.92,14544.0,2023-12-10 11:28:21.150178,2023-12
427,Produit_A,9,30.39,273.51,2024-06-22 11:28:21.150186,2024-06
428,Produit_E,45,80.08,3603.6,2024-03-31 11:28:21.150194,2024-03
429,Produit_D,94,71.0,6674.0,2023-12-23 11:28:21.150203,2023-12
430,Produit_D,91,145.08,13202.28,2024-08-24 11:28:21.150210,2024-08
431,Produit_E,54,83.7,4519.8,2023-10-25 11:28:21.150218,2023-10
432,Produit_B,10,185.65,1856.5,2024-07-05 11:28:21.150225,2024-07
433,Produit_D,80,155.39,12431.2,2024-06-01 11:28:21.150233,2024-06
434,Produit_A,27,102.78,2775.06,2023-11-04 11:28:21.150241,2023-11
435,Produit_B,73,148.27,10823.71,2023-11-17 11:28:21.150249,2023-11
436,Produit_E,58,60.18,3490.44,2024-06-11 11:28:21.150256,2024-06
437,Produit_E,13,182.58,2373.54,2024-09-21 11:28:21.150264,2024-09
438,Produit_A,36,82.42,2967.12,2023-10-25 11:28:21.150271,2023-10
439,Produit_E,88,121.19,10664.72,2024-01-27 11:28:21.150279,2024-01
440,Produit_C,31,108.47,3362.57,2024-07-23 11:28:21.150287,2024-07
441,Produit_E,16,173.86,2781.76,2024-05-23 11:28:21.150295,2024-05
442,Produit_D,65,80.99,5264.35,2024-10-09 11:28:21.150303,2024-10
443,Produit_E,76,21.88,1662.88,2023-12-13 11:28:21.150311,2023-12
444,Produit_E,96,199.76,19176.96,2024-07-13 11:28:21.150318,2024-07
445,Produit_A,6,113.44,680.64,2024-04-30 11:28:21.150326,2024-04
446,Produit_D,40,68.04,2721.6,2023-12-08 11:28:21.150333,2023-12
447,Produit_B,30,198.22,5946.6,2024-08-07 11:28:21.150341,2024-08
448,Produit_B,53,58.38,3094.14,2024-07-09 11:28:21.150349,2024-07
449,Produit_B,48,54.28,2605.44,2024-09-09 11:28:21.150357,2024-09
450,Produit_B,66,105.7,6976.2,2024-08-15 11:28:21.150365,2024-08
451,Produit_B,8,87.06,696.48,2023-10-19 11:28:21.150373,2023-10
452,Produit_E,4,19.22,76.88,2023-11-19 11:28:21.150381,2023-11
453,Produit_E,100,185.64,18564.0,2024-07-06 11:28:21.150389,2024-07
454,Produit_B,72,198.85,14317.2,2024-03-01 11:28:21.150397,2024-03
455,Produit_C,20,188.98,3779.6,2024-02-07 11:28:21.150405,2024-02
456,Produit_D,22,62.38,1372.36,2024-09-20 11:28:21.150414,2024-09
457,Produit_D,76,75.8,5760.8,2023-12-30 11:28:21.150422,2023-12
458,Produit_B,1,25.88,25.88,2024-05-24 11:28:21.150429,2024-05
459,Produit_E,42,54.16,2274.72,2024-02-08 11:28:21.150437,2024-02
460,Produit_D,29,81.12,2352.48,2024-07-25 11:28:21.150445,2024-07
461,Produit_E,88,175.82,15472.16,2024-08-01 11:28:21.150454,2024-08
462,Produit_C,27,14.64,395.28,2024-02-28 11:28:21.150468,2024-02
463,Produit_B,12,123.6,1483.2,2024-04-28 11:28:21.150477,2024-04
464,Produit_B,6,137.98,827.88,2024-08-16 11:28:21.150488,2024-08
465,Produit_B,4,108.41,433.64,2024-03-06 11:28:21.150496,2024-03
466,Produit_A,18,174.88,3147.84,2024-10-02 11:28:21.150505,2024-10
467,Produit_E,31,161.2,4997.2,2024-06-09 11:28:21.150513,2024-06
468,Produit_C,5,100.03,500.15,2024-06-12 11:28:21.150521,2024-06
469,Produit_E,62,32.77,2031.74,2024-03-16 11:28:21.150529,2024-03
470,Produit_B,82,193.8,15891.6,2024-09-12 11:28:21.150538,2024-09
471,Produit_C,79,121.74,9617.46,2024-06-12 11:28:21.150546,2024-06
472,Produit_B,26,80.74,2099.24,2024-01-07 11:28:21.150554,2024-01
473,Produit_B,11,78.99,868.89,2024-07-28 11:28:21.150564,2024-07
474,Produit_A,64,102.32,6548.48,2024-08-13 11:28:21.150573,2024-08
475,Produit_B,27,150.5,4063.5,2024-05-22 11:28:21.150581,2024-05
476,Produit_E,54,108.0,5832.0,2024-09-14 11:28:21.150589,2024-09
477,Produit_E,17,192.64,3274.88,2024-03-11 11:28:21.150597,2024-03
478,Produit_E,96,78.63,7548.48,2024-01-21 11:28:21.150604,2024-01
479,Produit_D,46,79.71,3666.66,2024-09-01 11:28:21.150613,2024-09
480,Produit_D,57,138.48,7893.36,2024-07-16 11:28:21.150621,2024-07
481,Produit_A,26,51.65,1342.9,2023-12-24 11:28:21.150629,2023-12
482,Produit_E,85,149.68,12722.8,2024-02-12 11:28:21.150637,2024-02
483,Produit_E,69,52.17,3599.73,2024-02-11 11:28:21.150645,2024-02
484,Produit_B,6,27.72,166.32,2024-09-12 11:28:21.150652,2024-09
485,Produit_B,68,71.18,4840.24,2024-06-23 11:28:21.150660,2024-06
486,Produit_D,15,104.15,1562.25,2024-08-15 11:28:21.150668,2024-08
487,Produit_C,49,153.3,7511.7,2024-04-08 11:28:21.150676,2024-04
488,Produit_A,15,17.27,259.05,2024-07-01 11:28:21.150683,2024-07
489,Produit_A,50,96.65,4832.5,2024-10-13 11:28:21.150691,2024-10
490,Produit_A,86,123.38,10610.68,2024-04-05 11:28:21.150699,2024-04
491,Produit_C,38,97.62,3709.56,2024-08-25 11:28:21.150708,2024-08
492,Produit_C,44,176.32,7758.08,2024-07-22 11:28:21.150716,2024-07
493,Produit_D,43,171.46,7372.78,2024-09-14 11:28:21.150723,2024-09
494,Produit_E,92,138.09,12704.28,2023-12-08 11:28:21.150731,2023-12
495,Produit_A,64,188.68,12075.52,2024-05-29 11:28:21.150739,2024-05
496,Produit_C,24,111.92,2686.08,2024-05-07 11:28:21.150747,2024-05
497,Produit_A,37,63.94,2365.78,2024-08-22 11:28:21.150754,2024-08
498,Produit_B,19,116.98,2222.62,2024-08-14 11:28:21.150762,2024-08
499,Produit_B,49,63.51,3111.99,2024-06-23 11:28:21.150770,2024-06
500,Produit_B,66,119.95,7916.7,2024-05-24 11:28:21.150778,2024-05
501,Produit_E,27,51.32,1385.64,2023-10-26 11:28:21.150786,2023-10
502,Produit_B,81,159.98,12958.38,2023-10-24 11:28:21.150794,2023-10
503,Produit_E,67,47.8,3202.6,2023-11-29 11:28:21.150801,2023-11
504,Produit_B,90,182.56,16430.4,2024-07-29 11:28:21.150812,2024-07
505,Produit_E,10,49.64,496.4,2023-11-13 11:28:21.150820,2023-11
506,Produit_A,64,132.51,8480.64,2024-07-08 11:28:21.150832,2024-07
507,Produit_A,28,103.38,2894.64,2024-01-28 11:28:21.150840,2024-01
508,Produit_A,88,30.65,2697.2,2024-06-07 11:28:21.150849,2024-06
509,Produit_D,71,13.71,973.41,2023-12-20 11:28:21.150857,2023-12
510,Produit_C,13,42.7,555.1,2024-07-27 11:28:21.150866,2024-07
511,Produit_E,96,197.87,18995.52,2024-10-05 11:28:21.150874,2024-10
512,Produit_B,29,140.0,4060.0,2024-10-02 11:28:21.150883,2024-10
513,Produit_E,59,104.73,6179.07,2024-04-22 11:28:21.150895,2024-04
514,Produit_B,77,67.44,5192.88,2024-03-08 11:28:21.150904,2024-03
515,Produit_D,13,112.74,1465.62,2024-05-19 11:28:21.150912,2024-05
516,Produit_C,70,172.22,12055.4,2024-01-19 11:28:21.150920,2024-01
517,Produit_B,100,28.9,2890.0,2024-04-10 11:28:21.150928,2024-04
518,Produit_D,30,52.24,1567.2,2024-05-30 11:28:21.150937,2024-05
519,Produit_A,99,33.82,3348.18,2024-04-26 11:28:21.150944,2024-04
520,Produit_D,32,187.52,6000.64,2024-01-07 11:28:21.150952,2024-01
521,Produit_E,42,181.24,7612.08,2024-07-28 11:28:21.150960,2024-07
522,Produit_E,36,118.7,4273.2,2024-03-08 11:28:21.150970,2024-03
523,Produit_E,52,43.46,2259.92,2024-09-05 11:28:21.150978,2024-09
524,Produit_A,78,150.39,11730.42,2024-03-06 11:28:21.150986,2024-03
525,Produit_A,25,26.19,654.75,2024-03-21 11:28:21.150994,2024-03
526,Produit_B,67,163.06,10925.02,2024-02-11 11:28:21.151001,2024-02
527,Produit_B,29,116.62,3381.98,2024-05-27 11:28:21.151010,2024-05
528,Produit_A,13,42.1,547.3,2024-07-05 11:28:21.151017,2024-07
529,Produit_B,22,112.38,2472.36,2024-03-02 11:28:21.151025,2024-03
530,Produit_C,94,62.37,5862.78,2023-12-09 11:28:21.151033,2023-12
531,Produit_E,67,124.37,8332.79,2024-02-07 11:28:21.151041,2024-02
532,Produit_C,61,198.63,12116.43,2024-05-12 11:28:21.151048,2024-05
533,Produit_A,96,183.34,17600.64,2024-06-27 11:28:21.151056,2024-06
534,Produit_A,20,38.62,772.4,2024-09-28 11:28:21.151064,2024-09
535,Produit_B,9,45.73,411.57,2024-01-25 11:28:21.151073,2024-01
536,Produit_D,51,107.66,5490.66,2024-10-13 11:28:21.151080,2024-10
537,Produit_C,27,172.4,4654.8,2024-08-12 11:28:21.151092,2024-08
538,Produit_C,61,44.76,2730.36,2024-02-17 11:28:21.151100,2024-02
539,Produit_C,65,156.01,10140.65,2024-01-01 11:28:21.151108,2024-01
540,Produit_E,19,75.81,1440.39,2024-06-26 11:28:21.151117,2024-06
541,Produit_B,52,105.56,5489.12,2023-11-11 11:28:21.151125,2023-11
542,Produit_B,33,21.7,716.1,2024-04-25 11:28:21.151133,2024-04
543,Produit_D,79,151.09,11936.11,2023-11-20 11:28:21.151141,2023-11
544,Produit_B,61,155.97,9514.17,2024-02-18 11:28:21.151150,2024-02
545,Produit_C,38,19.43,738.34,2024-07-16 11:28:21.151158,2024-07
546,Produit_D,55,74.07,4073.85,2024-03-26 11:28:21.151165,2024-03
547,Produit_A,70,120.29,8420.3,2024-06-24 11:28:21.151176,2024-06
548,Produit_D,34,29.35,997.9,2023-11-21 11:28:21.151186,2023-11
549,Produit_E,18,57.35,1032.3,2024-02-11 11:28:21.151197,2024-02
550,Produit_C,65,179.39,11660.35,2024-07-11 11:28:21.151206,2024-07
551,Produit_C,75,99.73,7479.75,2023-11-17 11:28:21.151214,2023-11
552,Produit_A,71,108.79,7724.09,2024-03-21 11:28:21.151222,2024-03
553,Produit_B,88,13.18,1159.84,2024-09-22 11:28:21.151230,2024-09
554,Produit_A,31,193.61,6001.91,2024-01-21 11:28:21.151238,2024-01
555,Produit_C,43,91.43,3931.49,2024-05-18 11:28:21.151246,2024-05
556,Produit_D,40,184.51,7380.4,2024-09-17 11:28:21.151254,2024-09
557,Produit_E,59,64.55,3808.45,2024-06-02 11:28:21.151262,2024-06
558,Produit_B,55,86.46,4755.3,2024-09-07 11:28:21.151270,2024-09
559,Produit_A,27,79.05,2134.35,2024-03-04 11:28:21.151277,2024-03
560,Produit_D,15,60.32,904.8,2024-04-11 11:28:21.151285,2024-04
561,Produit_E,57,46.03,2623.71,2024-06-20 11:28:21.151293,2024-06
562,Produit_A,99,91.61,9069.39,2024-06-01 11:28:21.151301,2024-06
563,Produit_E,68,31.96,2173.28,2023-11-20 11:28:21.151309,2023-11
564,Produit_B,37,171.18,6333.66,2024-10-18 11:28:21.151316,2024-10
565,Produit_B,98,151.74,14870.52,2024-08-30 11:28:21.151324,2024-08
566,Produit_B,28,29.12,815.36,2024-02-01 11:28:21.151332,2024-02
567,Produit_D,61,135.69,8277.09,2024-05-09 11:28:21.151340,2024-05
568,Produit_A,68,135.52,9215.36,2024-04-02 11:28:21.151347,2024-04
569,Produit_B,2,136.12,272.24,2024-02-22 11:28:21.151355,2024-02
570,Produit_E,60,140.15,8409.0,2024-06-25 11:28:21.151362,2024-06
571,Produit_A,71,141.01,10011.71,2024-08-27 11:28:21.151370,2024-08
572,Produit_C,64,28.22,1806.08,2024-07-22 11:28:21.151378,2024-07
573,Produit_B,93,48.17,4479.81,2023-11-27 11:28:21.151385,2023-11
574,Produit_D,86,36.27,3119.22,2024-01-10 11:28:21.151393,2024-01
575,Produit_B,50,178.26,8913.0,2024-02-27 11:28:21.151401,2024-02
576,Produit_C,88,68.27,6007.76,2023-12-29 11:28:21.151408,2023-12
577,Produit_B,99,135.39,13403.61,2024-07-17 11:28:21.151416,2024-07
578,Produit_E,52,65.33,3397.16,2024-01-19 11:28:21.151425,2024-01
579,Produit_E,68,146.88,9987.84,2024-04-27 11:28:21.151433,2024-04
580,Produit_C,95,116.55,11072.25,2024-01-07 11:28:21.151442,2024-01
581,Produit_B,74,97.1,7185.4,2024-08-15 11:28:21.151449,2024-08
582,Produit_B,23,59.43,1366.89,2023-11-30 11:28:21.151457,2023-11
583,Produit_E,83,103.93,8626.19,2024-07-17 11:28:21.151465,2024-07
584,Produit_C,36,103.09,3711.24,2024-10-07 11:28:21.151473,2024-10
585,Produit_C,73,70.84,5171.32,2024-03-15 11:28:21.151480,2024-03
586,Produit_B,17,33.06,562.02,2024-04-12 11:28:21.151488,2024-04
587,Produit_D,84,94.35,7925.4,2024-06-25 11:28:21.151496,2024-06
588,Produit_D,45,109.63,4933.35,2024-08-03 11:28:21.151504,2024-08
589,Produit_C,98,199.65,19565.7,2024-03-25 11:28:21.151512,2024-03
590,Produit_E,85,45.1,3833.5,2024-07-12 11:28:21.151523,2024-07
591,Produit_C,74,63.97,4733.78,2024-01-10 11:28:21.151533,2024-01
592,Produit_E,86,72.75,6256.5,2024-05-25 11:28:21.151546,2024-05
593,Produit_A,94,83.88,7884.72,2023-11-05 11:28:21.151554,2023-11
594,Produit_D,1,144.1,144.1,2024-05-05 11:28:21.151562,2024-05
595,Produit_D,37,23.67,875.79,2024-07-26 11:28:21.151570,2024-07
596,Produit_C,49,19.62,961.38,2024-09-06 11:28:21.151578,2024-09
597,Produit_D,15,145.06,2175.9,2024-07-06 11:28:21.151587,2024-07
598,Produit_E,66,111.47,7357.02,2024-09-27 11:28:21.151594,2024-09
599,Produit_A,53,67.41,3572.73,2024-01-20 11:28:21.151601,2024-01
600,Produit_A,86,100.16,8613.76,2024-05-21 11:28:21.151610,2024-05
601,Produit_D,91,46.77,4256.07,2024-01-05 11:28:21.151620,2024-01
602,Produit_D,13,94.86,1233.18,2024-05-10 11:28:21.151629,2024-05
603,Produit_B,99,73.47,7273.53,2024-04-23 11:28:21.151638,2024-04
604,Produit_A,9,166.5,1498.5,2024-06-04 11:28:21.151646,2024-06
605,Produit_B,22,101.34,2229.48,2024-09-14 11:28:21.151654,2024-09
606,Produit_E,42,84.41,3545.22,2023-12-24 11:28:21.151662,2023-12
607,Produit_A,70,191.7,13419.0,2024-02-13 11:28:21.151670,2024-02
608,Produit_B,58,199.35,11562.3,2024-01-20 11:28:21.151679,2024-01
609,Produit_C,92,127.54,11733.68,2023-12-06 11:28:21.151687,2023-12
610,Produit_C,67,77.59,5198.53,2024-05-16 11:28:21.151695,2024-05
611,Produit_A,3,190.81,572.43,2024-04-22 11:28:21.151703,2024-04
612,Produit_C,9,13.37,120.33,2023-12-23 11:28:21.151710,2023-12
613,Produit_E,12,80.89,970.68,2024-01-20 11:28:21.151718,2024-01
614,Produit_E,50,39.16,1958.0,2023-12-24 11:28:21.151726,2023-12
615,Produit_D,81,167.17,13540.77,2024-05-19 11:28:21.151734,2024-05
616,Produit_E,69,168.03,11594.07,2023-12-24 11:28:21.151742,2023-12
617,Produit_C,33,95.54,3152.82,2023-10-19 11:28:21.151750,2023-10
618,Produit_B,14,46.46,650.44,2023-12-28 11:28:21.151757,2023-12
619,Produit_A,1,52.36,52.36,2024-06-30 11:28:21.151765,2024-06
620,Produit_A,100,182.5,18250.0,2024-07-03 11:28:21.151774,2024-07
621,Produit_B,65,51.79,3366.35,2024-01-07 11:28:21.151782,2024-01
622,Produit_B,20,28.98,579.6,2024-03-13 11:28:21.151790,2024-03
623,Produit_D,86,55.48,4771.28,2024-08-07 11:28:21.151798,2024-08
624,Produit_C,80,176.11,14088.8,2024-06-17 11:28:21.151806,2024-06
625,Produit_A,10,81.35,813.5,2024-09-15 11:28:21.151814,2024-09
626,Produit_C,8,53.01,424.08,2024-04-04 11:28:21.151822,2024-04
627,Produit_C,35,37.3,1305.5,2024-04-29 11:28:21.151831,2024-04
628,Produit_D,17,195.58,3324.86,2024-08-08 11:28:21.151839,2024-08
629,Produit_C,32,167.88,5372.16,2024-09-20 11:28:21.151847,2024-09
630,Produit_D,30,86.15,2584.5,2023-12-03 11:28:21.151855,2023-12
631,Produit_B,54,44.34,2394.36,2024-04-09 11:28:21.151862,2024-04
632,Produit_C,38,162.49,6174.62,2024-05-23 11:28:21.151874,2024-05
633,Produit_B,65,76.89,4997.85,2023-10-21 11:28:21.151882,2023-10
634,Produit_B,5,111.26,556.3,2024-01-05 11:28:21.151895,2024-01
635,Produit_B,43,194.99,8384.57,2024-09-09 11:28:21.151903,2024-09
636,Produit_E,24,94.13,2259.12,2023-10-24 11:28:21.151912,2023-10
637,Produit_A,60,70.71,4242.6,2023-12-30 11:28:21.151919,2023-12
638,Produit_D,19,10.0,190.0,2023-12-15 11:28:21.151928,2023-12
639,Produit_B,60,111.93,6715.8,2024-09-21 11:28:21.151937,2024-09
640,Produit_D,95,165.88,15758.6,2023-12-13 11:28:21.151944,2023-12
641,Produit_A,8,199.53,1596.24,2024-03-14 11:28:21.151952,2024-03
642,Produit_C,19,99.15,1883.85,2024-02-27 11:28:21.151960,2024-02
643,Produit_D,47,25.17,1182.99,2023-11-02 11:28:21.151968,2023-11
644,Produit_A,58,45.28,2626.24,2024-01-18 11:28:21.151976,2024-01
645,Produit_E,24,157.7,3784.8,2024-02-23 11:28:21.151985,2024-02
646,Produit_A,86,26.41,2271.26,2023-12-20 11:28:21.151993,2023-12
647,Produit_A,54,133.1,7187.4,2024-05-25 11:28:21.152001,2024-05
648,Produit_D,41,88.49,3628.09,2024-09-14 11:28:21.152009,2024-09
649,Produit_C,72,188.09,13542.48,2024-03-20 11:28:21.152018,2024-03
650,Produit_A,11,113.33,1246.63,2023-12-26 11:28:21.152026,2023-12
651,Produit_E,88,140.76,12386.88,2024-08-27 11:28:21.152034,2024-08
652,Produit_B,53,147.84,7835.52,2024-06-02 11:28:21.152042,2024-06
653,Produit_A,23,163.52,3760.96,2024-02-29 11:28:21.152051,2024-02
654,Produit_C,6,15.92,95.52,2024-05-28 11:28:21.152059,2024-05
655,Produit_C,31,25.59,793.29,2024-09-21 11:28:21.152067,2024-09
656,Produit_B,79,187.19,14788.01,2024-05-17 11:28:21.152076,2024-05
657,Produit_E,64,130.42,8346.88,2024-04-11 11:28:21.152084,2024-04
658,Produit_E,23,92.11,2118.53,2023-12-07 11:28:21.152122,2023-12
659,Produit_B,44,51.7,2274.8,2024-05-05 11:28:21.152132,2024-05
660,Produit_A,34,193.12,6566.08,2024-03-02 11:28:21.152141,2024-03
661,Produit_B,28,188.51,5278.28,2024-02-09 11:28:21.152149,2024-02
662,Produit_C,76,136.9,10404.4,2024-10-11 11:28:21.152157,2024-10
663,Produit_C,88,144.03,12674.64,2024-07-03 11:28:21.152165,2024-07
664,Produit_C,6,133.18,799.08,2024-05-05 11:28:21.152176,2024-05
665,Produit_A,62,82.0,5084.0,2023-12-27 11:28:21.152260,2023-12
666,Produit_C,20,55.77,1115.4,2024-06-13 11:28:21.152269,2024-06
667,Produit_D,50,128.29,6414.5,2023-12-13 11:28:21.152277,2023-12
668,Produit_E,38,103.76,3942.88,2024-09-10 11:28:21.152284,2024-09
669,Produit_B,19,105.87,2011.53,2024-01-21 11:28:21.152292,2024-01
670,Produit_B,51,84.7,4319.7,2024-03-02 11:28:21.152300,2024-03
671,Produit_B,14,18.27,255.78,2024-06-02 11:28:21.152308,2024-06
672,Produit_D,96,192.57,18486.72,2024-05-23 11:28:21.152316,2024-05
673,Produit_C,84,53.45,4489.8,2024-09-18 11:28:21.152325,2024-09
674,Produit_B,80,177.77,14221.6,2024-03-29 11:28:21.152336,2024-03
675,Produit_E,5,139.07,695.35,2023-12-11 11:28:21.152344,2023-12
676,Produit_C,6,89.07,534.42,2024-09-24 11:28:21.152369,2024-09
677,Produit_C,56,150.69,8438.64,2024-09-21 11:28:21.152377,2024-09
678,Produit_C,53,93.65,4963.45,2024-06-25 11:28:21.152385,2024-06
679,Produit_D,75,61.01,4575.75,2024-08-08 11:28:21.152394,2024-08
680,Produit_C,84,180.36,15150.24,2024-02-22 11:28:21.152402,2024-02
681,Produit_A,90,37.94,3414.6,2024-04-26 11:28:21.152410,2024-04
682,Produit_D,23,98.22,2259.06,2023-11-30 11:28:21.152419,2023-11
683,Produit_E,8,122.12,976.96,2024-08-20 11:28:21.152426,2024-08
684,Produit_B,38,96.29,3659.02,2023-12-14 11:28:21.152435,2023-12
685,Produit_A,88,32.69,2876.72,2024-01-15 11:28:21.152442,2024-01
686,Produit_E,13,184.69,2400.97,2024-09-11 11:28:21.152450,2024-09
687,Produit_C,31,92.24,2859.44,2023-11-05 11:28:21.152458,2023-11
688,Produit_D,68,17.46,1187.28,2024-01-06 11:28:21.152467,2024-01
689,Produit_B,56,92.56,5183.36,2024-02-13 11:28:21.152476,2024-02
690,Produit_E,85,55.35,4704.75,2024-04-19 11:28:21.152486,2024-04
691,Produit_C,10,168.43,1684.3,2024-02-28 11:28:21.152496,2024-02
692,Produit_B,97,161.73,15687.81,2024-08-21 11:28:21.152505,2024-08
693,Produit_B,9,29.74,267.66,2024-09-19 11:28:21.152514,2024-09
694,Produit_A,16,82.16,1314.56,2024-05-09 11:28:21.152523,2024-05
695,Produit_D,62,27.31,1693.22,2024-06-25 11:28:21.152532,2024-06
696,Produit_B,60,138.24,8294.4,2023-12-01 11:28:21.152541,2023-12
697,Produit_B,32,40.65,1300.8,2024-08-03 11:28:21.152551,2024-08
698,Produit_D,17,24.6,418.2,2024-01-06 11:28:21.152560,2024-01
699,Produit_B,17,55.05,935.85,2024-08-03 11:28:21.152570,2024-08
