id,nom_produit,quantite_vendue,prix_unitaire,chiffre_affaires,date_vente
400,Produit_B,49,96.82,4744.18,2024-10-01 11:28:21.149956
401,Produit_C,87,161.67,14065.29,2023-10-28 11:28:21.149964
402,Produit_B,57,156.83,8939.31,2024-05-05 11:28:21.149971
403,Produit_B,36,144.97,5218.92,2024-05-19 11:28:21.149979
404,Produit_C,78,174.48,13609.44,2024-02-19 11:28:21.149987
405,Produit_A,45,118.74,5343.3,2023-11-27 11:28:21.149995
406,Produit_B,56,138.5,7756.0,2024-03-08 11:28:21.150003
407,Produit_C,51,168.82,8609.82,2023-11-11 11:28:21.150011
408,Produit_B,54,31.89,1722.06,2024-08-25 11:28:21.150019
409,Produit_B,7,191.98,1343.86,2024-02-27 11:28:21.150029
410,Produit_A,12,31.38,376.56,2023-10-24 11:28:21.150038
411,Produit_C,44,185.44,8159.36,2024-09-19 11:28:21.150046
412,Produit_D,66,77.85,5138.1,2024-01-12 11:28:21.150055
413,Produit_B,89,153.76,13684.64,2023-11-14 11:28:21.150063
414,Produit_D,11,99.11,1090.21,2024-01-23 11:28:21.150071
415,Produit_E,30,67.73,2031.9,2024-01-14 11:28:21.150079
416,Produit_E,15,100.35,1505.25,2024-01-25 11:28:21.150087
417,Produit_A,12,24.08,288.96,2024-09-20 11:28:21.150095
418,Produit_C,59,61.23,3612.57,2024-03-27 11:28:21.150103
419,Produit_B,48,191.99,9215.52,2023-11-07 11:28:21.150111
420,Produit_D,33,72.92,2406.36,2024-10-18 11:28:21.150124
421,Produit_A,51,171.35,8738.85,2024-05-25 11:28:21.150133
422,Produit_D,33,79.04,2608.32,2023-11-09 11:28:21.150145
423,Produit_A,21,149.61,3141.81,2023-12-12 11:28:21.150154
424,Produit_A,96,125.6,12057.6,2023-12-19 11:28:21.150162
425,Produit_C,5,42.17,210.85,2024-06-13 11:28:21.150170
426,Produit_C,75,193.92,14544.0,2023-12-10 11:28:21.150178
427,Produit_A,9,30.39,273.51,2024-06-22 11:28:21.150186
428,Produit_E,45,80.08,3603.6,2024-03-31 11:28:21.150194
429,Produit_D,94,71.0,6674.0,2023-12-23 11:28:21.150203
430,Produit_D,91,145.08,13202.28,2024-08-24 11:28:21.150210
431,Produit_E,54,83.7,4519.8,2023-10-25 11:28:21.150218
432,Produit_B,10,185.65,1856.5,2024-07-05 11:28:21.150225
433,Produit_D,80,155.39,12431.2,2024-06-01 11:28:21.150233
434,Produit_A,27,102.78,2775.06,2023-11-04 11:28:21.150241
435,Produit_B,73,148.27,10823.71,2023-11-17 11:28:21.150249
436,Produit_E,58,60.18,3490.44,2024-06-11 11:28:21.150256
437,Produit_E,13,182.58,2373.54,2024-09-21 11:28:21.150264
438,Produit_A,36,82.42,2967.12,2023-10-25 11:28:21.150271
439,Produit_E,88,121.19,10664.72,2024-01-27 11:28:21.150279
440,Produit_C,31,108.47,3362.57,2024-07-23 11:28:21.150287
441,Produit_E,16,173.86,2781.76,2024-05-23 11:28:21.150295
442,Produit_D,65,80.99,5264.35,2024-10-09 11:28:21.150303
443,Produit_E,76,21.88,1662.88,2023-12-13 11:28:21.150311
444,Produit_E,96,199.76,19176.96,2024-07-13 11:28:21.150318
445,Produit_A,6,113.44,680.64,2024-04-30 11:28:21.150326
446,Produit_D,40,68.04,2721.6,2023-12-08 11:28:21.150333
447,Produit_B,30,198.22,5946.6,2024-08-07 11:28:21.150341
448,Produit_B,53,58.38,3094.14,2024-07-09 11:28:21.150349
449,Produit_B,48,54.28,2605.44,2024-09-09 11:28:21.150357
450,Produit_B,66,105.7,6976.2,2024-08-15 11:28:21.150365
451,Produit_B,8,87.06,696.48,2023-10-19 11:28:21.150373
452,Produit_E,4,19.22,76.88,2023-11-19 11:28:21.150381
453,Produit_E,100,185.64,18564.0,2024-07-06 11:28:21.150389
454,Produit_B,72,198.85,14317.2,2024-03-01 11:28:21.150397
455,Produit_C,20,188.98,3779.6,2024-02-07 11:28:21.150405
456,Produit_D,22,62.38,1372.36,2024-09-20 11:28:21.150414
457,Produit_D,76,75.8,5760.8,2023-12-30 11:28:21.150422
458,Produit_B,1,25.88,25.88,2024-05-24 11:28:21.150429
459,Produit_E,42,54.16,2274.72,2024-02-08 11:28:21.150437
460,Produit_D,29,81.12,2352.48,2024-07-25 11:28:21.150445
461,Produit_E,88,175.82,15472.16,2024-08-01 11:28:21.150454
462,Produit_C,27,14.64,395.28,2024-02-28 11:28:21.150468
463,Produit_B,12,123.6,1483.2,2024-04-28 11:28:21.150477
464,Produit_B,6,137.98,827.88,2024-08-16 11:28:21.150488
465,Produit_B,4,108.41,433.64,2024-03-06 11:28:21.150496
466,Produit_A,18,174.88,3147.84,2024-10-02 11:28:21.150505
467,Produit_E,31,161.2,4997.2,2024-06-09 11:28:21.150513
468,Produit_C,5,100.03,500.15,2024-06-12 11:28:21.150521
469,Produit_E,62,32.77,2031.74,2024-03-16 11:28:21.150529
470,Produit_B,82,193.8,15891.6,2024-09-12 11:28:21.150538
471,Produit_C,79,121.74,9617.46,2024-06-12 11:28:21.150546
472,Produit_B,26,80.74,2099.24,2024-01-07 11:28:21.150554
473,Produit_B,11,78.99,868.89,2024-07-28 11:28:21.150564
474,Produit_A,64,102.32,6548.48,2024-08-13 11:28:21.150573
475,Produit_B,27,150.5,4063.5,2024-05-22 11:28:21.150581
476,Produit_E,54,108.0,5832.0,2024-09-14 11:28:21.150589
477,Produit_E,17,192.64,3274.88,2024-03-11 11:28:21.150597
478,Produit_E,96,78.63,7548.48,2024-01-21 11:28:21.150604
479,Produit_D,46,79.71,3666.66,2024-09-01 11:28:21.150613
480,Produit_D,57,138.48,7893.36,2024-07-16 11:28:21.150621
481,Produit_A,26,51.65,1342.9,2023-12-24 11:28:21.150629
482,Produit_E,85,149.68,12722.8,2024-02-12 11:28:21.150637
483,Produit_E,69,52.17,3599.73,2024-02-11 11:28:21.150645
484,Produit_B,6,27.72,166.32,2024-09-12 11:28:21.150652
485,Produit_B,68,71.18,4840.24,2024-06-23 11:28:21.150660
486,Produit_D,15,104.15,1562.25,2024-08-15 11:28:21.150668
487,Produit_C,49,153.3,7511.7,2024-04-08 11:28:21.150676
488,Produit_A,15,17.27,259.05,2024-07-01 11:28:21.150683
489,Produit_A,50,96.65,4832.5,2024-10-13 11:28:21.150691
490,Produit_A,86,123.38,10610.68,2024-04-05 11:28:21.150699
491,Produit_C,38,97.62,3709.56,2024-08-25 11:28:21.150708
492,Produit_C,44,176.32,7758.08,2024-07-22 11:28:21.150716
493,Produit_D,43,171.46,7372.78,2024-09-14 11:28:21.150723
494,Produit_E,92,138.09,12704.28,2023-12-08 11:28:21.150731
495,Produit_A,64,188.68,12075.52,2024-05-29 11:28:21.150739
496,Produit_C,24,111.92,2686.08,2024-05-07 11:28:21.150747
497,Produit_A,37,63.94,2365.78,2024-08-22 11:28:21.150754
498,Produit_B,19,116.98,2222.62,2024-08-14 11:28:21.150762
499,Produit_B,49,63.51,3111.99,2024-06-23 11:28:21.150770
500,Produit_B,66,119.95,7916.7,2024-05-24 11:28:21.150778
501,Produit_E,27,51.32,1385.64,2023-10-26 11:28:21.150786
502,Produit_B,81,159.98,12958.38,2023-10-24 11:28:21.150794
503,Produit_E,67,47.8,3202.6,2023-11-29 11:28:21.150801
504,Produit_B,90,182.56,16430.4,2024-07-29 11:28:21.150812
505,Produit_E,10,49.64,496.4,2023-11-13 11:28:21.150820
506,Produit_A,64,132.51,8480.64,2024-07-08 11:28:21.150832
507,Produit_A,28,103.38,2894.64,2024-01-28 11:28:21.150840
508,Produit_A,88,30.65,2697.2,2024-06-07 11:28:21.150849
509,Produit_D,71,13.71,973.41,2023-12-20 11:28:21.150857
510,Produit_C,13,42.7,555.1,2024-07-27 11:28:21.150866
511,Produit_E,96,197.87,18995.52,2024-10-05 11:28:21.150874
512,Produit_B,29,140.0,4060.0,2024-10-02 11:28:21.150883
513,Produit_E,59,104.73,6179.07,2024-04-22 11:28:21.150895
514,Produit_B,77,67.44,5192.88,2024-03-08 11:28:21.150904
515,Produit_D,13,112.74,1465.62,2024-05-19 11:28:21.150912
516,Produit_C,70,172.22,12055.4,2024-01-19 11:28:21.150920
517,Produit_B,100,28.9,2890.0,2024-04-10 11:28:21.150928
518,Produit_D,30,52.24,1567.2,2024-05-30 11:28:21.150937
519,Produit_A,99,33.82,3348.18,2024-04-26 11:28:21.150944
520,Produit_D,32,187.52,6000.64,2024-01-07 11:28:21.150952
521,Produit_E,42,181.24,7612.08,2024-07-28 11:28:21.150960
522,Produit_E,36,118.7,4273.2,2024-03-08 11:28:21.150970
523,Produit_E,52,43.46,2259.92,2024-09-05 11:28:21.150978
524,Produit_A,78,150.39,11730.42,2024-03-06 11:28:21.150986
525,Produit_A,25,26.19,654.75,2024-03-21 11:28:21.150994
526,Produit_B,67,163.06,10925.02,2024-02-11 11:28:21.151001
527,Produit_B,29,116.62,3381.98,2024-05-27 11:28:21.151010
528,Produit_A,13,42.1,547.3,2024-07-05 11:28:21.151017
529,Produit_B,22,112.38,2472.36,2024-03-02 11:28:21.151025
530,Produit_C,94,62.37,5862.78,2023-12-09 11:28:21.151033
531,Produit_E,67,124.37,8332.79,2024-02-07 11:28:21.151041
532,Produit_C,61,198.63,12116.43,2024-05-12 11:28:21.151048
533,Produit_A,96,183.34,17600.64,2024-06-27 11:28:21.151056
534,Produit_A,20,38.62,772.4,2024-09-28 11:28:21.151064
535,Produit_B,9,45.73,411.57,2024-01-25 11:28:21.151073
536,Produit_D,51,107.66,5490.66,2024-10-13 11:28:21.151080
537,Produit_C,27,172.4,4654.8,2024-08-12 11:28:21.151092
538,Produit_C,61,44.76,2730.36,2024-02-17 11:28:21.151100
539,Produit_C,65,156.01,10140.65,2024-01-01 11:28:21.151108
540,Produit_E,19,75.81,1440.39,2024-06-26 11:28:21.151117
541,Produit_B,52,105.56,5489.12,2023-11-11 11:28:21.151125
542,Produit_B,33,21.7,716.1,2024-04-25 11:28:21.151133
543,Produit_D,79,151.09,11936.11,2023-11-20 11:28:21.151141
544,Produit_B,61,155.97,9514.17,2024-02-18 11:28:21.151150
545,Produit_C,38,19.43,738.34,2024-07-16 11:28:21.151158
546,Produit_D,55,74.07,4073.85,2024-03-26 11:28:21.151165
547,Produit_A,70,120.29,8420.3,2024-06-24 11:28:21.151176
548,Produit_D,34,29.35,997.9,2023-11-21 11:28:21.151186
549,Produit_E,18,57.35,1032.3,2024-02-11 11:28:21.151197
550,Produit_C,65,179.39,11660.35,2024-07-11 11:28:21.151206
551,Produit_C,75,99.73,7479.75,2023-11-17 11:28:21.151214
552,Produit_A,71,108.79,7724.09,2024-03-21 11:28:21.151222
553,Produit_B,88,13.18,1159.84,2024-09-22 11:28:21.151230
554,Produit_A,31,193.61,6001.91,2024-01-21 11:28:21.151238
555,Produit_C,43,91.43,3931.49,2024-05-18 11:28:21.151246
556,Produit_D,40,184.51,7380.4,2024-09-17 11:28:21.151254
557,Produit_E,59,64.55,3808.45,2024-06-02 11:28:21.151262
558,Produit_B,55,86.46,4755.3,2024-09-07 11:28:21.151270
559,Produit_A,27,79.05,2134.35,2024-03-04 11:28:21.151277
560,Produit_D,15,60.32,904.8,2024-04-11 11:28:21.151285
561,Produit_E,57,46.03,2623.71,2024-06-20 11:28:21.151293
562,Produit_A,99,91.61,9069.39,2024-06-01 11:28:21.151301
563,Produit_E,68,31.96,2173.28,2023-11-20 11:28:21.151309
564,Produit_B,37,171.18,6333.66,2024-10-18 11:28:21.151316
565,Produit_B,98,151.74,14870.52,2024-08-30 11:28:21.151324
566,Produit_B,28,29.12,815.36,2024-02-01 11:28:21.151332
567,Produit_D,61,135.69,8277.09,2024-05-09 11:28:21.151340
568,Produit_A,68,135.52,9215.36,2024-04-02 11:28:21.151347
569,Produit_B,2,136.12,272.24,2024-02-22 11:28:21.151355
570,Produit_E,60,140.15,8409.0,2024-06-25 11:28:21.151362
571,Produit_A,71,141.01,10011.71,2024-08-27 11:28:21.151370
572,Produit_C,64,28.22,1806.08,2024-07-22 11:28:21.151378
573,Produit_B,93,48.17,4479.81,2023-11-27 11:28:21.151385
574,Produit_D,86,36.27,3119.22,2024-01-10 11:28:21.151393
575,Produit_B,50,178.26,8913.0,2024-02-27 11:28:21.151401
576,Produit_C,88,68.27,6007.76,2023-12-29 11:28:21.151408
577,Produit_B,99,135.39,13403.61,2024-07-17 11:28:21.151416
578,Produit_E,52,65.33,3397.16,2024-01-19 11:28:21.151425
579,Produit_E,68,146.88,9987.84,2024-04-27 11:28:21.151433
580,Produit_C,95,116.55,11072.25,2024-01-07 11:28:21.151442
581,Produit_B,74,97.1,7185.4,2024-08-15 11:28:21.151449
582,Produit_B,23,59.43,1366.89,2023-11-30 11:28:21.151457
583,Produit_E,83,103.93,8626.19,2024-07-17 11:28:21.151465
584,Produit_C,36,103.09,3711.24,2024-10-07 11:28:21.151473
585,Produit_C,73,70.84,5171.32,2024-03-15 11:28:21.151480
586,Produit_B,17,33.06,562.02,2024-04-12 11:28:21.151488
587,Produit_D,84,94.35,7925.4,2024-06-25 11:28:21.151496
588,Produit_D,45,109.63,4933.35,2024-08-03 11:28:21.151504
589,Produit_C,98,199.65,19565.7,2024-03-25 11:28:21.151512
590,Produit_E,85,45.1,3833.5,2024-07-12 11:28:21.151523
591,Produit_C,74,63.97,4733.78,2024-01-10 11:28:21.151533
592,Produit_E,86,72.75,6256.5,2024-05-25 11:28:21.151546
593,Produit_A,94,83.88,7884.72,2023-11-05 11:28:21.151554
594,Produit_D,1,144.1,144.1,2024-05-05 11:28:21.151562
595,Produit_D,37,23.67,875.79,2024-07-26 11:28:21.151570
596,Produit_C,49,19.62,961.38,2024-09-06 11:28:21.151578
597,Produit_D,15,145.06,2175.9,2024-07-06 11:28:21.151587
598,Produit_E,66,111.47,7357.02,2024-09-27 11:28:21.151594
599,Produit_A,53,67.41,3572.73,2024-01-20 11:28:21.151601
600,Produit_A,86,100.16,8613.76,2024-05-21 11:28:21.151610
601,Produit_D,91,46.77,4256.07,2024-01-05 11:28:21.151620
602,Produit_D,13,94.86,1233.18,2024-05-10 11:28:21.151629
603,Produit_B,99,73.47,7273.53,2024-04-23 11:28:21.151638
604,Produit_A,9,166.5,1498.5,2024-06-04 11:28:21.151646
605,Produit_B,22,101.34,2229.48,2024-09-14 11:28:21.151654
606,Produit_E,42,84.41,3545.22,2023-12-24 11:28:21.151662
607,Produit_A,70,191.7,13419.0,2024-02-13 11:28:21.151670
608,Produit_B,58,199.35,11562.3,2024-01-20 11:28:21.151679
609,Produit_C,92,127.54,11733.68,2023-12-06 11:28:21.151687
610,Produit_C,67,77.59,5198.53,2024-05-16 11:28:21.151695
611,Produit_A,3,190.81,572.43,2024-04-22 11:28:21.151703
612,Produit_C,9,13.37,120.33,2023-12-23 11:28:21.151710
613,Produit_E,12,80.89,970.68,2024-01-20 11:28:21.151718
614,Produit_E,50,39.16,1958.0,2023-12-24 11:28:21.151726
615,Produit_D,81,167.17,13540.77,2024-05-19 11:28:21.151734
616,Produit_E,69,168.03,11594.07,2023-12-24 11:28:21.151742
617,Produit_C,33,95.54,3152.82,2023-10-19 11:28:21.151750
618,Produit_B,14,46.46,650.44,2023-12-28 11:28:21.151757
619,Produit_A,1,52.36,52.36,2024-06-30 11:28:21.151765
620,Produit_A,100,182.5,18250.0,2024-07-03 11:28:21.151774
621,Produit_B,65,51.79,3366.35,2024-01-07 11:28:21.151782
622,Produit_B,20,28.98,579.6,2024-03-13 11:28:21.151790
623,Produit_D,86,55.48,4771.28,2024-08-07 11:28:21.151798
624,Produit_C,80,176.11,14088.8,2024-06-17 11:28:21.151806
625,Produit_A,10,81.35,813.5,2024-09-15 11:28:21.151814
626,Produit_C,8,53.01,424.08,2024-04-04 11:28:21.151822
627,Produit_C,35,37.3,1305.5,2024-04-29 11:28:21.151831
628,Produit_D,17,195.58,3324.86,2024-08-08 11:28:21.151839
629,Produit_C,32,167.88,5372.16,2024-09-20 11:28:21.151847
630,Produit_D,30,86.15,2584.5,2023-12-03 11:28:21.151855
631,Produit_B,54,44.34,2394.36,2024-04-09 11:28:21.151862
632,Produit_C,38,162.49,6174.62,2024-05-23 11:28:21.151874
633,Produit_B,65,76.89,4997.85,2023-10-21 11:28:21.151882
634,Produit_B,5,111.26,556.3,2024-01-05 11:28:21.151895
635,Produit_B,43,194.99,8384.57,2024-09-09 11:28:21.151903
636,Produit_E,24,94.13,2259.12,2023-10-24 11:28:21.151912
637,Produit_A,60,70.71,4242.6,2023-12-30 11:28:21.151919
638,Produit_D,19,10.0,190.0,2023-12-15 11:28:21.151928
639,Produit_B,60,111.93,6715.8,2024-09-21 11:28:21.151937
640,Produit_D,95,165.88,15758.6,2023-12-13 11:28:21.151944
641,Produit_A,8,199.53,1596.24,2024-03-14 11:28:21.151952
642,Produit_C,19,99.15,1883.85,2024-02-27 11:28:21.151960
643,Produit_D,47,25.17,1182.99,2023-11-02 11:28:21.151968
644,Produit_A,58,45.28,2626.24,2024-01-18 11:28:21.151976
645,Produit_E,24,157.7,3784.8,2024-02-23 11:28:21.151985
646,Produit_A,86,26.41,2271.26,2023-12-20 11:28:21.151993
647,Produit_A,54,133.1,7187.4,2024-05-25 11:28:21.152001
648,Produit_D,41,88.49,3628.09,2024-09-14 11:28:21.152009
649,Produit_C,72,188.09,13542.48,2024-03-20 11:28:21.152018
650,Produit_A,11,113.33,1246.63,2023-12-26 11:28:21.152026
651,Produit_E,88,140.76,12386.88,2024-08-27 11:28:21.152034
652,Produit_B,53,147.84,7835.52,2024-06-02 11:28:21.152042
653,Produit_A,23,163.52,3760.96,2024-02-29 11:28:21.152051
654,Produit_C,6,15.92,95.52,2024-05-28 11:28:21.152059
655,Produit_C,31,25.59,793.29,2024-09-21 11:28:21.152067
656,Produit_B,79,187.19,14788.01,2024-05-17 11:28:21.152076
657,Produit_E,64,130.42,8346.88,2024-04-11 11:28:21.152084
658,Produit_E,23,92.11,2118.53,2023-12-07 11:28:21.152122
659,Produit_B,44,51.7,2274.8,2024-05-05 11:28:21.152132
660,Produit_A,34,193.12,6566.08,2024-03-02 11:28:21.152141
661,Produit_B,28,188.51,5278.28,2024-02-09 11:28:21.152149
662,Produit_C,76,136.9,10404.4,2024-10-11 11:28:21.152157
663,Produit_C,88,144.03,12674.64,2024-07-03 11:28:21.152165
664,Produit_C,6,133.18,799.08,2024-05-05 11:28:21.152176
665,Produit_A,62,82.0,5084.0,2023-12-27 11:28:21.152260
666,Produit_C,20,55.77,1115.4,2024-06-13 11:28:21.152269
667,Produit_D,50,128.29,6414.5,2023-12-13 11:28:21.152277
668,Produit_E,38,103.76,3942.88,2024-09-10 11:28:21.152284
669,Produit_B,19,105.87,2011.53,2024-01-21 11:28:21.152292
670,Produit_B,51,84.7,4319.7,2024-03-02 11:28:21.152300
671,Produit_B,14,18.27,255.78,2024-06-02 11:28:21.152308
672,Produit_D,96,192.57,18486.72,2024-05-23 11:28:21.152316
673,Produit_C,84,53.45,4489.8,2024-09-18 11:28:21.152325
674,Produit_B,80,177.77,14221.6,2024-03-29 11:28:21.152336
675,Produit_E,5,139.07,695.35,2023-12-11 11:28:21.152344
676,Produit_C,6,89.07,534.42,2024-09-24 11:28:21.152369
677,Produit_C,56,150.69,8438.64,2024-09-21 11:28:21.152377
678,Produit_C,53,93.65,4963.45,2024-06-25 11:28:21.152385
679,Produit_D,75,61.01,4575.75,2024-08-08 11:28:21.152394
680,Produit_C,84,180.36,15150.24,2024-02-22 11:28:21.152402
681,Produit_A,90,37.94,3414.6,2024-04-26 11:28:21.152410
682,Produit_D,23,98.22,2259.06,2023-11-30 11:28:21.152419
683,Produit_E,8,122.12,976.96,2024-08-20 11:28:21.152426
684,Produit_B,38,96.29,3659.02,2023-12-14 11:28:21.152435
685,Produit_A,88,32.69,2876.72,2024-01-15 11:28:21.152442
686,Produit_E,13,184.69,2400.97,2024-09-11 11:28:21.152450
687,Produit_C,31,92.24,2859.44,2023-11-05 11:28:21.152458
688,Produit_D,68,17.46,1187.28,2024-01-06 11:28:21.152467
689,Produit_B,56,92.56,5183.36,2024-02-13 11:28:21.152476
690,Produit_E,85,55.35,4704.75,2024-04-19 11:28:21.152486
691,Produit_C,10,168.43,1684.3,2024-02-28 11:28:21.152496
692,Produit_B,97,161.73,15687.81,2024-08-21 11:28:21.152505
693,Produit_B,9,29.74,267.66,2024-09-19 11:28:21.152514
694,Produit_A,16,82.16,1314.56,2024-05-09 11:28:21.152523
695,Produit_D,62,27.31,1693.22,2024-06-25 11:28:21.152532
696,Produit_B,60,138.24,8294.4,2023-12-01 11:28:21.152541
697,Produit_B,32,40.65,1300.8,2024-08-03 11:28:21.152551
698,Produit_D,17,24.6,418.2,2024-01-06 11:28:21.152560
699,Produit_B,17,55.05,935.85,2024-08-03 11:28:21.152570
700,Produit_A,84,69.73,5857.32,2023-11-16 11:28:21.152579
701,Produit_E,15,71.15,1067.25,2024-07-17 11:28:21.152589
702,Produit_A,7,47.05,329.35,2024-07-28 11:28:21.152598
703,Produit_C,33,22.34,737.22,2024-04-22 11:28:21.152607
704,Produit_D,55,41.73,2295.15,2024-01-24 11:28:21.152617
705,Produit_B,76,15.06,1144.56,2024-03-23 11:28:21.152627
706,Produit_E,69,139.11,9598.59,2023-10-25 11:28:21.152636
707,Produit_E,16,69.46,1111.36,2024-03-31 11:28:21.152645
708,Produit_B,25,53.6,1340.0,2024-06-28 11:28:21.152655
709,Produit_C,72,109.63,7893.36,2024-09-19 11:28:21.152664
710,Produit_E,20,30.73,614.6,2024-10-05 11:28:21.152673
711,Produit_D,77,114.59,8823.43,2024-08-02 11:28:21.152683
712,Produit_B,3,36.57,109.71,2024-04-05 11:28:21.152693
713,Produit_D,29,21.78,631.62,2024-04-04 11:28:21.152702
714,Produit_E,87,60.04,5223.48,2023-12-30 11:28:21.152711
715,Produit_C,20,158.89,3177.8,2023-11-12 11:28:21.152720
716,Produit_E,94,119.39,11222.66,2023-12-10 11:28:21.152730
717,Produit_B,85,62.35,5299.75,2024-03-06 11:28:21.152744
718,Produit_E,33,21.13,697.29,2024-02-01 11:28:21.152754
719,Produit_D,17,131.78,2240.26,2024-07-27 11:28:21.152767
720,Produit_B,33,129.68,4279.44,2024-03-04 11:28:21.152777
721,Produit_A,86,67.96,5844.56,2024-02-19 11:28:21.152786
722,Produit_B,39,82.11,3202.29,2024-09-23 11:28:21.152796
723,Produit_C,54,28.56,1542.24,2024-04-21 11:28:21.152805
724,Produit_B,64,93.64,5992.96,2023-11-21 11:28:21.152815
725,Produit_C,96,45.71,4388.16,2024-03-11 11:28:21.152824
726,Produit_C,99,185.49,18363.51,2024-06-16 11:28:21.152833
727,Produit_B,98,167.16,16381.68,2024-06-16 11:28:21.152843
728,Produit_B,43,131.22,5642.46,2023-12-04 11:28:21.152856
729,Produit_D,93,49.06,4562.58,2024-05-22 11:28:21.152867
730,Produit_A,82,196.2,16088.4,2023-12-12 11:28:21.152876
731,Produit_A,45,70.88,3189.6,2023-12-10 11:28:21.152886
732,Produit_B,50,60.75,3037.5,2024-06-28 11:28:21.152895
733,Produit_E,47,129.37,6080.39,2024-06-02 11:28:21.152905
734,Produit_B,94,58.53,5501.82,2023-12-17 11:28:21.152914
735,Produit_C,36,89.27,3213.72,2024-02-15 11:28:21.152923
736,Produit_D,65,172.37,11204.05,2024-03-01 11:28:21.152933
737,Produit_B,37,195.3,7226.1,2024-08-13 11:28:21.152942
738,Produit_B,53,120.68,6396.04,2024-05-24 11:28:21.152951
739,Produit_A,77,151.03,11629.31,2024-10-06 11:28:21.152961
740,Produit_E,26,168.1,4370.6,2024-02-13 11:28:21.152971
741,Produit_C,35,164.86,5770.1,2024-06-17 11:28:21.152982
742,Produit_E,22,169.08,3719.76,2024-06-22 11:28:21.152998
743,Produit_D,19,162.35,3084.65,2024-06-03 11:28:21.153016
744,Produit_B,76,151.86,11541.36,2024-07-15 11:28:21.153034
745,Produit_E,73,194.7,14213.1,2024-07-22 11:28:21.153050
746,Produit_A,57,85.57,4877.49,2024-01-12 11:28:21.153066
747,Produit_D,62,12.52,776.24,2024-02-19 11:28:21.153084
748,Produit_E,46,135.51,6233.46,2024-07-19 11:28:21.153101
749,Produit_A,16,79.97,1279.52,2024-06-19 11:28:21.153119
750,Produit_D,77,124.54,9589.58,2024-06-05 11:28:21.153136
751,Produit_B,48,128.03,6145.44,2024-07-14 11:28:21.153152
752,Produit_A,50,65.62,3281.0,2024-08-05 11:28:21.153169
753,Produit_B,10,82.56,825.6,2024-07-08 11:28:21.153185
754,Produit_D,85,67.34,5723.9,2023-10-23 11:28:21.153201
755,Produit_A,38,106.65,4052.7,2024-03-03 11:28:21.153219
756,Produit_D,11,15.94,175.34,2024-04-17 11:28:21.153235
757,Produit_D,59,46.34,2734.06,2024-01-19 11:28:21.153252
758,Produit_A,14,82.77,1158.78,2024-01-31 11:28:21.153270
759,Produit_D,66,179.93,11875.38,2024-03-19 11:28:21.153288
760,Produit_D,82,163.43,13401.26,2024-06-01 11:28:21.153312
761,Produit_E,25,174.43,4360.75,2024-01-29 11:28:21.153331
762,Produit_E,10,105.26,1052.6,2024-01-29 11:28:21.153356
763,Produit_E,83,55.64,4618.12,2024-08-06 11:28:21.153375
764,Produit_D,19,28.92,549.48,2023-11-16 11:28:21.153392
765,Produit_D,77,198.24,15264.48,2024-04-05 11:28:21.153409
766,Produit_A,20,180.38,3607.6,2024-07-12 11:28:21.153428
767,Produit_E,64,49.31,3155.84,2024-09-09 11:28:21.153444
768,Produit_C,60,87.58,5254.8,2024-03-26 11:28:21.153462
769,Produit_B,86,180.74,15543.64,2024-06-02 11:28:21.153478
770,Produit_E,7,196.91,1378.37,2024-03-13 11:28:21.153496
771,Produit_C,72,22.18,1596.96,2024-06-03 11:28:21.153513
772,Produit_A,57,99.94,5696.58,2023-12-16 11:28:21.153530
773,Produit_B,40,103.62,4144.8,2024-02-21 11:28:21.153548
774,Produit_E,34,167.06,5680.04,2024-09-27 11:28:21.153564
775,Produit_D,93,66.21,6157.53,2024-06-05 11:28:21.153581
776,Produit_C,75,149.02,11176.5,2024-08-11 11:28:21.153598
777,Produit_E,22,12.51,275.22,2024-08-28 11:28:21.153615
778,Produit_A,59,103.65,6115.35,2024-01-03 11:28:21.153632
779,Produit_C,45,14.04,631.8,2024-08-20 11:28:21.153649
780,Produit_E,5,178.31,891.55,2024-08-28 11:28:21.153666
781,Produit_B,10,65.69,656.9,2024-03-21 11:28:21.153683
782,Produit_E,65,19.63,1275.95,2024-04-30 11:28:21.153700
783,Produit_B,19,124.77,2370.63,2024-02-26 11:28:21.153717
784,Produit_C,14,30.94,433.16,2024-03-08 11:28:21.153736
785,Produit_B,20,72.77,1455.4,2023-12-22 11:28:21.153753
786,Produit_B,31,22.76,705.56,2023-12-27 11:28:21.153771
787,Produit_A,12,61.58,738.96,2024-01-23 11:28:21.153789
788,Produit_E,10,55.95,559.5,2023-11-27 11:28:21.153808
789,Produit_B,45,32.42,1458.9,2024-03-26 11:28:21.153826
790,Produit_A,99,166.75,16508.25,2024-09-20 11:28:21.153843
791,Produit_D,80,171.56,13724.8,2024-08-22 11:28:21.153860
792,Produit_C,6,21.91,131.46,2024-07-17 11:28:21.153883
793,Produit_A,94,157.71,14824.74,2024-10-03 11:28:21.153902
794,Produit_E,54,161.95,8745.3,2024-01-19 11:28:21.153919
795,Produit_B,19,184.41,3503.79,2023-11-23 11:28:21.153929
796,Produit_A,52,124.59,6478.68,2024-04-15 11:28:21.153937
797,Produit_B,86,138.81,11937.66,2024-04-18 11:28:21.153945
798,Produit_A,88,137.46,12096.48,2024-08-24 11:28:21.153953
799,Produit_E,66,112.16,7402.56,2024-01-13 11:28:21.153962
